Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Age,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition
KANA,DOG,AMERICAN STAFF,BR BRINDLE/WHITE,Neutered,LARGE,10/8/2006,K14-010499,DS63,A288150,7.89,8/27/2014,9/26/2014,30,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC MH,ORG TABBY/WHITE,Neutered,SMALL,,K14-010513,SMM,A310798,114.74,8/28/2014,9/2/2014,5,STRAY,EUTHANIZE,UNTREATABLE
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010516,SAL,A310803,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K14-010526,CS06,A310817,114.74,8/28/2014,9/2/2014,5,STRAY,TRANSFER,TREATABLE/MANAGEABLE
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010520,SAL,A310807,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010515,SAL,A310802,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
RUSSELL,DOG,DOBERMAN PINSCH/MIX,BLACK/BROWN,Neutered,LARGE,8/28/2013,K14-010512,DA12,A310777,1.00,8/28/2014,9/25/2014,28,STRAY,TRANSFER,HEALTHY
PACO,DOG,CHIHUAHUA SH/MIX,BROWN,Neutered,TOY,8/28/2003,K14-010522,DS51,A310809,11.01,8/28/2014,8/28/2014,0,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010517,SAL,A310804,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010514,SAL,A310801,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,8/28/2011,K14-010523,CS06,A310810,3.00,8/28/2014,9/4/2014,7,STRAY,RETURN TO OWNER,HEALTHY
DIXIE,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,11/15/2013,K14-010528,DA14,A310828,0.78,8/28/2014,9/17/2014,20,OWNER SURRENDER,ADOPTION,HEALTHY
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010518,SAL,A310805,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010519,SAL,A310806,114.74,8/28/2014,9/10/2014,13,STRAY,TRANSFER,HEALTHY
HENRY,DOG,WELSH CORGI PEM,BROWN/WHITE,Neutered,MED,8/28/2006,K14-010527,DS51,A310824,8.01,8/28/2014,9/5/2014,8,STRAY,RETURN TO OWNER,HEALTHY
BELLA,DOG,CHIHUAHUA SH,RED,Spayed,TOY,8/29/2011,K14-010546,DA46,A310898,3.00,8/29/2014,10/28/2014,60,STRAY,ADOPTION,HEALTHY
*LOGAN,DOG,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,6/23/2010,K14-010539,TX,A308224,4.19,8/29/2014,8/29/2014,0,TRANSFER,TRANSFER,TREATABLE/REHAB
,DOG,PIT BULL,BROWN,Female,LARGE,8/29/2008,K14-010532,DS96,A310855,6.00,8/29/2014,9/22/2014,24,STRAY,EUTHANIZE,TREATABLE/MANAGEABLE
SASHA,DOG,AUST SHEPHERD/MIX,WHITE/TAN,Spayed,MED,4/9/2012,K14-010536,DA40,A280555,2.39,8/29/2014,9/16/2014,18,ADOPTION RETURN,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,,K14-010535,CS06,A310863,114.74,8/29/2014,9/4/2014,6,STRAY,RETURN TO OWNER,HEALTHY
INDY,DOG,PARSON RUSS TER,WHITE/TRICOLOR,Spayed,SMALL,10/4/2010,K14-010533,DS58,A310857,3.90,8/29/2014,8/30/2014,1,STRAY,RETURN TO OWNER,HEALTHY
WAHR-HEIT,DOG,GERM SHEPHERD,BLACK/RED,Male,LARGE,5/24/2013,K14-010547,DS72,A310899,1.27,8/29/2014,8/30/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
BUDDY,DOG,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,1/3/2008,K14-010538,DS53,A279975,6.66,8/29/2014,8/29/2014,0,STRAY,RETURN TO OWNER,HEALTHY
CURRY,DOG,CHIHUAHUA SH,CREAM,Neutered,TOY,8/29/2009,K14-010545,DA38,A310897,5.00,8/29/2014,11/23/2014,86,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,3/11/2014,K14-010534,CS06,A310861,0.47,8/29/2014,9/4/2014,6,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K14-010543,CS06,A310883,114.74,8/29/2014,9/2/2014,4,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,8/30/2008,K14-010553,RECEIVING,A310924,6.00,8/30/2014,8/30/2014,0,STRAY,EUTHANIZE,UNTREATABLE
CAMILLE,CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,9/3/2006,K14-010557,CA03,A310940,7.99,8/30/2014,9/4/2014,5,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,,K14-010552,CS06,A310921,114.74,8/30/2014,9/4/2014,5,STRAY,RETURN TO OWNER,HEALTHY
JR KITTY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,,K14-010549,CS06,A310919,114.74,8/30/2014,9/4/2014,5,STRAY,RETURN TO OWNER,HEALTHY
*FERN/BELLA,DOG,BORDER COLLIE/MIX,GRAY/WHITE,Spayed,MED,8/18/2011,K14-010554,DS86,A309249,3.04,8/30/2014,9/11/2014,12,ADOPTION RETURN,EUTHANIZE,TREATABLE/MANAGEABLE
*SMUDGE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,MED,8/30/2007,K14-010555,CS04,A310929,7.01,8/30/2014,10/11/2014,42,STRAY,ADOPTION,TREATABLE/REHAB
BENTLY,DOG,BELG MALINOIS,BROWN/BLACK,Male,MED,9/3/2010,K14-010556,DQ118,A310931,3.99,8/30/2014,9/12/2014,13,STRAY,RETURN TO OWNER,HEALTHY
*DELILAH,CAT,DOMESTIC SH,CALICO PT,Spayed,SMALL,9/11/2012,K14-010558,CS04,A310954,1.97,8/31/2014,9/19/2014,19,STRAY,ADOPTION,HEALTHY
COOPER,DOG,BULL TERRIER/MIX,BR BRINDLE/WHITE,Neutered,MED,3/1/2014,K14-010560,MAC,A310958,0.50,9/1/2014,10/12/2014,41,STRAY,ADOPTION,HEALTHY
DUKE,DOG,BULL TERRIER/MIX,BR BRINDLE/WHITE,Neutered,MED,3/1/2014,K14-010559,DA41,A310957,0.50,9/1/2014,10/12/2014,41,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC LH,BLUE CREAM/TORTIE,Female,SMALL,9/2/2002,K14-010565,SMM,A310997,12.01,9/2/2014,9/10/2014,8,STRAY,EUTHANIZE,UNTREATABLE
BRUNO,DOG,PIT BULL,BROWN,Neutered,PUPPY,7/2/2014,K14-010593,DA16,A311063,0.17,9/2/2014,9/6/2014,4,OWNER SURRENDER,ADOPTION,HEALTHY
*TROY,DOG,DOBERMAN PINSCH,BLACK/TAN,Neutered,LARGE,9/2/2013,K14-010574,FOSTER,A311008,1.00,9/2/2014,9/16/2014,14,STRAY,ADOPTION,HEALTHY
*LOGAN,DOG,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,6/23/2010,K14-010612,FOSTER,A308224,4.20,9/2/2014,10/29/2016,788,TRANSFER,ADOPTION,HEALTHY
CAMMIE,DOG,PIT BULL,TAN,Spayed,MED,6/17/2014,K14-010573,DA16,A311006,0.21,9/2/2014,9/26/2014,24,TRANSFER,ADOPTION,HEALTHY
*STRATHEE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,6/15/2014,K14-010571,DEBBIES,A311005,0.22,9/2/2014,9/26/2014,24,OWNER SURRENDER,ADOPTION,HEALTHY
*DEB,CAT,DOMESTIC SH,TORTIE/BRN TABBY,Spayed,KITTN,6/15/2014,K14-010569,LOBBY,A311002,0.22,9/2/2014,9/6/2014,4,OWNER SURRENDER,ADOPTION,HEALTHY
*CANTALOUPE,DOG,CHIHUAHUA SH,WHITE/BROWN,Spayed,SMALL,9/16/2012,K14-010582,DA47,A311019,1.96,9/2/2014,1/13/2015,133,TRANSFER,TRANSFER,HEALTHY
ROCKY,DOG,PARSON RUSS TER/MIX,WHITE/BLACK,Neutered,SMALL,1/23/2011,K14-010562,DS52,A310976,3.61,9/2/2014,9/5/2014,3,TRANSFER,RETURN TO OWNER,HEALTHY
LUCY,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,9/2/2001,K14-010563,SMM,A310993,13.01,9/2/2014,9/4/2014,2,TRANSFER,RETURN TO OWNER,TREATABLE/MANAGEABLE
ROCKY,DOG,PIT BULL,BROWN,Neutered,PUPPY,7/2/2014,K14-010590,DA16,A311061,0.17,9/2/2014,9/10/2014,8,OWNER SURRENDER,ADOPTION,HEALTHY
MERCEDES,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,MED,,K14-010587,DS75,A311053,114.75,9/2/2014,9/3/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
DIXIE,DOG,LABRADOR RETR,YELLOW,Female,LARGE,9/2/2012,K14-010575,DS82,A311009,2.00,9/2/2014,9/2/2014,0,TRANSFER,RETURN TO OWNER,HEALTHY
CALLIE,DOG,PIT BULL,BROWN,Spayed,PUPPY,7/2/2014,K14-010589,MAC,A311060,0.17,9/2/2014,10/11/2014,39,OWNER SURRENDER,ADOPTION,HEALTHY
PEBBLES,DOG,CHIHUAHUA SH,BROWN,Female,SMALL,,K14-010591,DS82,A311056,114.75,9/2/2014,9/3/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
MAGGIE MAE,DOG,LABRADOR RETR/BORDER COLLIE,BLACK/WHITE,Spayed,LARGE,9/3/2008,K14-010572,DS57,A254131,6.00,9/2/2014,9/3/2014,1,TRANSFER,RETURN TO OWNER,HEALTHY
ITSY BITSY,DOG,BOXER/MASTIFF,FAWN/WHITE,Female,MED,2/28/2014,K14-010568,DS76,A311000,0.51,9/2/2014,9/2/2014,0,TRANSFER,RETURN TO OWNER,HEALTHY
*GINA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,6/15/2014,K14-010570,LOBBY,A311004,0.22,9/2/2014,9/6/2014,4,OWNER SURRENDER,ADOPTION,HEALTHY
TUFFY,DOG,CHIHUAHUA SH,TAN/WHITE,Neutered,TOY,3/7/2014,K14-010585,DA07,A311046,0.49,9/2/2014,9/13/2014,11,STRAY,ADOPTION,HEALTHY
BELLE,DOG,CHIHUAHUA SH,BR BRINDLE,Spayed,SMALL,,K14-010588,DS82,A311054,114.75,9/2/2014,9/3/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
OTIS,DOG,PIT BULL,BROWN,Neutered,PUPPY,7/2/2014,K14-010592,DA16,A311062,0.17,9/2/2014,9/6/2014,4,OWNER SURRENDER,ADOPTION,HEALTHY
D-BO,DOG,CHOW CHOW/LABRADOR RETR,TAN,Male,MED,9/2/2000,K14-010564,DS69,A310988,14.01,9/2/2014,9/2/2014,0,STRAY,RETURN TO OWNER,HEALTHY
ROSCOE,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Neutered,LARGE,9/2/2006,K14-010594,DS69,A311075,8.01,9/2/2014,9/3/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
ARGO,DOG,GERM SHEPHERD/ROTTWEILER,TAN/BLACK,Neutered,LARGE,9/2/2011,K14-010566,DA22,A310999,3.00,9/2/2014,12/24/2014,113,TRANSFER,ADOPTION,TREATABLE/REHAB
BUDDY,DOG,AUST SHEPHERD/MIX,BLACK/TAN,Neutered,MED,9/3/1999,K14-010580,DS90,A311018,15.01,9/2/2014,9/3/2014,1,STRAY,RETURN TO OWNER,HEALTHY
CHAS,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,11/17/2009,K14-010581,DS85,A284968,4.79,9/2/2014,9/27/2014,25,TRANSFER,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,9/18/2000,K14-010598,SMM,A311103,13.97,9/3/2014,9/25/2014,22,STRAY,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,,K14-010610,RECEIVING,A311118,114.75,9/3/2014,9/3/2014,0,STRAY,EUTHANIZE,UNTREATABLE
,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,3/3/2011,K14-010603,DS76,A311112,3.51,9/3/2014,9/25/2014,22,STRAY,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,,K14-010605,CS06,A311114,114.75,9/3/2014,9/9/2014,6,STRAY,RETURN TO OWNER,HEALTHY
*ZANDER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,6/30/2014,K14-010606,LOBBY,A311115,0.18,9/3/2014,11/26/2014,84,STRAY,ADOPTION,HEALTHY
*ADALYNN,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,6/30/2014,K14-010607,LOBBY,A311116,0.18,9/3/2014,11/1/2014,59,STRAY,ADOPTION,HEALTHY
*HARPER,DOG,PIT BULL/MIX,TAN/WHITE,Spayed,MED,10/11/2004,K14-010611,DA09,A311119,9.90,9/3/2014,10/12/2014,39,STRAY,ADOPTION,HEALTHY
MOE,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,9/3/2010,K14-010599,TRUCK,A311104,4.00,9/3/2014,9/3/2014,0,STRAY,RETURN TO OWNER,HEALTHY
LEO,DOG,DOBERMAN PINSCH,BLACK/TAN,Neutered,LARGE,10/3/2012,K14-010600,RECEIVING,A311105,1.92,9/3/2014,11/15/2014,73,STRAY,ADOPTION,HEALTHY
*WILLIE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,6/30/2014,K14-010608,CA02,A311117,0.18,9/3/2014,12/13/2014,101,STRAY,ADOPTION,HEALTHY
*RAIDER,DOG,BORDER COLLIE,BLACK/WHITE,Neutered,LARGE,3/10/2013,K14-010604,DA20,A311113,1.48,9/3/2014,9/11/2014,8,STRAY,TRANSFER,HEALTHY
LULU,DOG,PIT BULL,WHITE/BLACK,Spayed,MED,3/11/2014,K14-010596,DS95,A311079,0.48,9/3/2014,9/3/2014,0,STRAY,RETURN TO OWNER,HEALTHY
*STUART,DOG,CHIHUAHUA SH,BR BRINDLE,Neutered,TOY,9/10/2013,K14-010597,DA41,A311089,0.98,9/3/2014,9/12/2014,9,STRAY,ADOPTION,HEALTHY
LADY,DOG,PLOTT HOUND,BR BRINDLE,Spayed,LARGE,9/18/2008,K14-010630,DA17,A311190,5.96,9/4/2014,12/13/2014,100,STRAY,ADOPTION,HEALTHY
MISS BETTY,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,6/27/1999,K14-010634,CS05,A308106,15.20,9/4/2014,12/31/2014,118,OWNER SURRENDER,EUTHANIZE,TREATABLE/MANAGEABLE
SUKI,CAT,DOMESTIC SH,SEAL PT,Spayed,SMALL,9/4/2013,K14-010621,CS04,A311176,1.00,9/4/2014,10/28/2014,54,STRAY,ADOPTION,TREATABLE/REHAB
TUXEDO,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,,K14-010617,CS06,A311173,114.76,9/4/2014,9/9/2014,5,STRAY,RETURN TO OWNER,HEALTHY
*SONNY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,8/13/2014,K14-010627,LOBBY,A311182,0.06,9/4/2014,10/25/2014,51,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,SLVR TABBY/WHITE,Neutered,KITTN,,K14-010620,CS06,A311175,114.76,9/4/2014,9/9/2014,5,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,,K14-010619,CS06,A311174,114.76,9/4/2014,9/9/2014,5,STRAY,RETURN TO OWNER,HEALTHY
OLIVER,CAT,DOMESTIC SH,BUFF/WHITE,Neutered,SMALL,2/1/2012,K14-010616,CS04,A287737,2.59,9/4/2014,9/10/2014,6,ADOPTION RETURN,ADOPTION,HEALTHY
*CARLY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,8/13/2014,K14-010626,LOBBY,A311181,0.06,9/4/2014,10/23/2014,49,STRAY,ADOPTION,HEALTHY
*KING FUZZY,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,7/4/2014,K14-010622,LOBBY,A311177,0.17,9/4/2014,9/10/2014,6,STRAY,ADOPTION,HEALTHY
*ROMAN,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,4/14/2014,K14-010632,LOBBY,A311196,0.39,9/4/2014,10/15/2014,41,STRAY,ADOPTION,UNTREATABLE
*LIZA,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,8/13/2014,K14-010624,49ERPET,A311179,0.06,9/4/2014,11/10/2014,67,STRAY,ADOPTION,HEALTHY
*KING WUZZY,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,7/4/2014,K14-010623,DEBBIES,A311178,0.17,9/4/2014,9/21/2014,17,STRAY,ADOPTION,HEALTHY
TYSON,DOG,PIT BULL,BLUE,Neutered,MED,,K14-010628,TRUCK,A287408,114.76,9/4/2014,9/4/2014,0,STRAY,RETURN TO OWNER,HEALTHY
,DOG,CAVALIER SPAN,WHITE/TAN,Unknown,SMALL,,K14-010613,EUTH,A311164,114.76,9/4/2014,9/4/2014,0,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,,K14-010635,CS06,A311207,114.76,9/4/2014,9/9/2014,5,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE
*DIXIE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,8/13/2014,K14-010625,LOBBY,A311180,0.06,9/4/2014,10/22/2014,48,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,ORG TABBY,Female,KITTN,7/6/2014,K14-010642,TX,A311233,0.17,9/5/2014,9/9/2014,4,STRAY,EUTHANIZE,HEALTHY
SUKI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,9/5/2011,K14-010640,TX,A311230,3.00,9/5/2014,9/6/2014,1,STRAY,RETURN TO OWNER,HEALTHY
TYSON,DOG,BOXER,BR BRINDLE,Male,MED,7/31/2007,K14-010644,TRUCK,A294992,7.10,9/5/2014,9/5/2014,0,STRAY,RETURN TO OWNER,HEALTHY
*HERSCHEL,DOG,PIT BULL,BLUE,Neutered,LARGE,10/11/2013,K14-010645,FOSTER,A308725,0.90,9/5/2014,4/2/2015,209,ADOPTION RETURN,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,ORG TABBY,Female,SMALL,,K14-010641,CS06,A311232,114.76,9/5/2014,9/9/2014,4,STRAY,TRANSFER,HEALTHY
*STEVIE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,6/5/2014,K14-010646,DEBBIES,A311248,0.25,9/5/2014,9/26/2014,21,OWNER SURRENDER,ADOPTION,HEALTHY
CHEVY,DOG,PIT BULL,RED/WHITE,Male,MED,7/31/2010,K14-010643,TRUCK,A294993,4.10,9/5/2014,9/5/2014,0,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,6/5/2014,K14-010639,CS06,A311226,0.25,9/5/2014,9/9/2014,4,STRAY,RETURN TO OWNER,HEALTHY
KHLOE,DOG,CHIHUAHUA SH/MIN PINSCHER,BLACK/TAN,Female,TOY,9/6/2004,K14-010661,RECEIVING,A311321,10.01,9/6/2014,9/6/2014,0,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE
*GRETA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,6/6/2014,K14-010654,LOBBY,A311273,0.25,9/6/2014,9/19/2014,13,STRAY,TRANSFER,HEALTHY
*JOE,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,6/6/2014,K14-010653,LOBBY,A311272,0.25,9/6/2014,9/10/2014,4,STRAY,ADOPTION,HEALTHY
*INDIE,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,6/6/2014,K14-010656,49ERPET,A311275,0.25,9/6/2014,10/4/2014,28,STRAY,ADOPTION,HEALTHY
,OTHER,CHICKEN,YELLOW,Unknown,SMALL,,K14-010652,SAL,A311266,114.76,9/6/2014,9/10/2014,4,STRAY,TRANSFER,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,3/6/2014,K14-010651,CS06,A311264,0.50,9/6/2014,9/10/2014,4,STRAY,RETURN TO OWNER,HEALTHY
TOMMY,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,6/18/2014,K14-010660,LOBBY,A310357,0.22,9/6/2014,9/6/2014,0,ADOPTION RETURN,ADOPTION,HEALTHY
,OTHER,CHICKEN,TAN,Unknown,SMALL,,K14-010650,SAL,A311263,114.76,9/6/2014,9/10/2014,4,STRAY,TRANSFER,TREATABLE/MANAGEABLE
*YEOW,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,9/6/2012,K14-010658,CS04,A311279,2.00,9/6/2014,10/8/2014,32,TRANSFER,ADOPTION,HEALTHY
*HALLIE,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,6/26/2014,K14-010655,49ERPET,A311274,0.20,9/6/2014,10/5/2014,29,STRAY,ADOPTION,HEALTHY
TANNER,DOG,PARSON RUSS TER,WHITE/RED,Neutered,SMALL,1/1/2005,K14-010664,DS69,A022504,9.69,9/7/2014,9/9/2014,2,CONFISCATE,RETURN TO OWNER,HEALTHY
*DRAKE,DOG,PIT BULL,RED,Neutered,MED,10/7/2011,K14-010666,RECEIVING,A311330,2.92,9/7/2014,5/22/2015,257,STRAY,ADOPTION,HEALTHY
KYRA,DOG,ROTTWEILER,BLACK/TAN,Female,X-LRG,5/1/2006,K14-010665,DS67,A033530,8.36,9/7/2014,9/9/2014,2,CONFISCATE,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Female,KITTN,,K14-010670,TX,A311337,114.77,9/8/2014,9/11/2014,3,TRANSFER,DIED,UNTREATABLE
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,,K14-010671,RECEIVING,A311338,114.77,9/8/2014,9/9/2014,1,TRANSFER,DIED,UNTREATABLE
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,,K14-010672,TX,A311339,114.77,9/8/2014,9/8/2014,0,TRANSFER,EUTHANIZE,UNTREATABLE
REX,DOG,PIT BULL/MIX,BROWN,Neutered,MED,,K14-010669,DS90,A311336,114.77,9/8/2014,9/16/2014,8,TRANSFER,RETURN TO OWNER,HEALTHY
RASCAL,DOG,BLUETICK HOUND,TRICOLOR,Neutered,MED,12/7/2007,K14-010667,DS61,A231129,6.76,9/8/2014,9/9/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
TOBY,DOG,SIBERIAN HUSKY,GRAY/WHITE,Male,LARGE,3/22/2011,K14-010668,DS82,A311335,3.47,9/8/2014,9/10/2014,2,STRAY,RETURN TO OWNER,HEALTHY
PENNY,DOG,PIT BULL,GRAY/BROWN,Spayed,LARGE,11/8/2010,K14-010673,DA25,A311340,3.84,9/8/2014,9/9/2014,1,CONFISCATE,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,,K14-010689,CS06,A311364,114.77,9/9/2014,9/12/2014,3,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,WHITE,Unknown,KITTN,9/8/2014,K14-010717,RECEIVING,A311405,0.00,9/9/2014,9/9/2014,0,STRAY,EUTHANIZE,UNTREATABLE
,DOG,PIT BULL/MIX,GRAY/WHITE,Female,MED,9/25/2011,K14-010677,DS80,A311349,2.96,9/9/2014,10/2/2014,23,TRANSFER,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,WHITE,Unknown,KITTN,9/8/2014,K14-010716,RECEIVING,A311404,0.00,9/9/2014,9/9/2014,0,STRAY,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K14-010690,TX,A311366,114.77,9/9/2014,9/9/2014,0,QUARANTINE,EUTHANIZE,UNTREATABLE
*WESTLEY,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,11/18/2013,K14-010682,DA47,A311357,0.81,9/9/2014,10/1/2014,22,TRANSFER,TRANSFER,HEALTHY
*ENGELBERT H,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,5/22/2014,K14-010714,LOBBY,A311402,0.30,9/9/2014,10/23/2014,44,STRAY,ADOPTION,HEALTHY
*NINA,DOG,AMER ESKIMO,WHITE,Spayed,SMALL,9/24/2003,K14-010675,DA18,A311345,10.97,9/9/2014,9/30/2014,21,TRANSFER,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,GRAY TIGER,Neutered,SMALL,,K14-010712,CS06,A311400,114.77,9/9/2014,9/23/2014,14,STRAY,TRANSFER,HEALTHY
CLEO,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,9/9/2010,K14-010692,CS05,A311368,4.00,9/9/2014,9/12/2014,3,OWNER SURRENDER,ADOPTION,HEALTHY
EMMA,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,3/24/2014,K14-010701,DA18,A311385,0.46,9/9/2014,9/26/2014,17,STRAY,ADOPTION,HEALTHY
BELLA,DOG,AMER BULLDOG/MIX,BR BRINDLE/WHITE,Spayed,LARGE,3/17/2007,K14-010703,DS67,A311387,7.49,9/9/2014,9/17/2014,8,CONFISCATE,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,SMALL,5/18/2014,K14-010710,CS06,A311398,0.31,9/9/2014,9/19/2014,10,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,,K14-010715,CS06,A311403,114.77,9/9/2014,9/19/2014,10,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K14-010707,CS06,A311395,114.77,9/9/2014,9/16/2014,7,STRAY,TRANSFER,TREATABLE/REHAB
TRIPOD,DOG,PARSON RUSS TER,BLACK/WHITE,Male,SMALL,10/1/2008,K14-010699,DS84,A283018,5.94,9/9/2014,9/12/2014,3,TRANSFER,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K14-010711,CS06,A311399,114.77,9/9/2014,9/16/2014,7,STRAY,TRANSFER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Female,KITTN,,K14-010704,FOSTER,A311389,114.77,9/9/2014,9/10/2014,1,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,SMALL,,K14-010945,CS06,A311986,114.77,9/9/2014,9/19/2014,10,STRAY,TRANSFER,HEALTHY
*CHARLIE,DOG,CAIRN TERRIER/MIX,APRICOT,Neutered,SMALL,9/9/2010,K14-010698,DA38,A311380,4.00,9/9/2014,9/20/2014,11,TRANSFER,ADOPTION,HEALTHY
